"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.317576250E0,6.137237549E-2,2.281256104E-1,9.799970856E0,9.802817791E0
6.327637250E0,7.050338745E-2,2.258802795E-1,9.801617432E0,9.804473311E0
6.337698250E0,7.738906860E-2,2.239343262E-1,9.799970856E0,9.802834510E0
6.347759250E0,7.394622803E-2,2.233355713E-1,9.791288910E0,9.794114832E0
6.357820250E0,7.170089722E-2,2.270777893E-1,9.794132996E0,9.797027431E0
6.367881250E0,7.619155884E-2,2.279759216E-1,9.794881439E0,9.797830402E0
6.377942250E0,7.484436035E-2,2.230361938E-1,9.797875214E0,9.800699236E0
6.388003250E0,6.975494385E-2,2.261796570E-1,9.807754669E0,9.810610309E0
6.398064250E0,7.185058594E-2,2.285746765E-1,9.800569611E0,9.803498028E0
6.408125250E0,7.379653931E-2,2.273771667E-1,9.797875214E0,9.800791040E0
6.418186250E0,7.664062500E-2,2.200424194E-1,9.801617432E0,9.804386606E0
6.428247250E0,6.870712280E-2,2.185455322E-1,9.795629883E0,9.798308406E0
6.438309250E0,7.634124756E-2,2.263293457E-1,9.804611206E0,9.807520271E0
6.448370250E0,7.140151978E-2,2.234852600E-1,9.799821167E0,9.802629175E0
6.458431250E0,7.155120850E-2,2.222877502E-1,9.803563385E0,9.806344195E0
6.468492250E0,7.828720093E-2,2.351609802E-1,9.799970856E0,9.803104526E0
6.478553250E0,7.125183105E-2,2.219883728E-1,9.802365875E0,9.805138062E0
6.488614250E0,7.155120850E-2,2.270777893E-1,9.797276459E0,9.800168871E0
6.498675250E0,7.065307617E-2,2.216889954E-1,9.796977081E0,9.799739680E0
6.508736250E0,7.394622803E-2,2.237846375E-1,9.792636108E0,9.795471891E0
6.518797250E0,7.080276489E-2,2.272274780E-1,9.805060272E0,9.807948425E0
6.528858250E0,7.200027466E-2,2.314187622E-1,9.797875214E0,9.800872277E0
6.538919250E0,7.140151978E-2,2.318678284E-1,9.806407471E0,9.809408155E0
6.548980250E0,7.125183105E-2,2.207908630E-1,9.811796265E0,9.814538775E0
6.559041250E0,7.110214233E-2,2.257305908E-1,9.795480194E0,9.798338739E0
6.569102250E0,7.424560547E-2,2.276765442E-1,9.792935486E0,9.795863129E0
6.579163250E0,7.634124756E-2,2.267784119E-1,9.794432373E0,9.797354844E0
6.589223875E0,7.574249268E-2,2.267784119E-1,9.800719299E0,9.803635252E0
6.599284875E0,7.679031372E-2,2.239343262E-1,9.803563385E0,9.806421283E0
6.609345875E0,7.110214233E-2,2.245330811E-1,9.797575836E0,9.800406261E0
6.619406875E0,6.990463257E-2,2.236349487E-1,9.799671478E0,9.802472154E0
6.629467875E0,7.589218140E-2,2.233355713E-1,9.803713074E0,9.806550282E0
6.639528875E0,7.529342651E-2,2.216889954E-1,9.790091400E0,9.792890520E0
6.649590875E0,7.334747314E-2,2.287243652E-1,9.800120544E0,9.803063673E0
6.659651875E0,7.125183105E-2,2.264790344E-1,9.800719299E0,9.803594665E0
6.669712875E0,7.843688965E-2,2.221380615E-1,9.783804474E0,9.786640263E0
6.679773875E0,7.005432129E-2,2.270777893E-1,9.797725525E0,9.800606991E0
6.689834875E0,7.948471069E-2,2.254312134E-1,9.806706848E0,9.809619578E0
6.699895875E0,7.185058594E-2,2.257305908E-1,9.800719299E0,9.803581774E0
6.709956875E0,7.843688965E-2,2.264790344E-1,9.793085175E0,9.796017677E0
6.720017875E0,7.783813477E-2,2.275268555E-1,9.799521790E0,9.802471859E0
6.730078875E0,6.930587769E-2,2.287243652E-1,9.805659027E0,9.808571104E0
6.740139875E0,7.095245361E-2,2.279759216E-1,9.796677704E0,9.799586793E0
6.750200875E0,7.813751221E-2,2.267784119E-1,9.791288910E0,9.794226485E0
6.760261875E0,7.289840698E-2,2.255809021E-1,9.792636108E0,9.795505238E0
6.770322875E0,7.035369873E-2,2.255809021E-1,9.789043579E0,9.791895148E0
6.780383875E0,7.933502197E-2,2.237846375E-1,9.793534241E0,9.796411921E0
6.790444875E0,8.382568359E-2,2.267784119E-1,9.796677704E0,9.799660669E0
6.800505875E0,7.334747314E-2,2.213896179E-1,9.798473969E0,9.801249172E0
6.810566875E0,7.394622803E-2,2.300715637E-1,9.800270233E0,9.803249339E0
6.820627875E0,6.646179199E-2,2.279759216E-1,9.789193268E0,9.792073071E0
6.830688875E0,8.277786255E-2,2.251318359E-1,9.791288910E0,9.794226618E0
6.840750875E0,8.098159790E-2,2.269281006E-1,9.796528015E0,9.799490575E0
6.850811875E0,7.559280396E-2,2.269281006E-1,9.796977081E0,9.799896457E0
6.860872875E0,7.499404907E-2,2.261796570E-1,9.799671478E0,9.802568155E0
6.870933875E0,7.020401001E-2,2.275268555E-1,9.802216187E0,9.805107814E0
6.880994875E0,8.008346558E-2,2.245330811E-1,9.797725525E0,9.800625180E0
6.891055875E0,7.259902954E-2,2.239343262E-1,9.795629883E0,9.798458144E0
6.901116875E0,7.349716187E-2,2.294728088E-1,9.797575836E0,9.800538346E0
6.911177875E0,7.619155884E-2,2.270777893E-1,9.793983307E0,9.796911681E0
6.921238875E0,8.232879639E-2,2.278262329E-1,9.804760895E0,9.807753006E0
6.931299875E0,7.753875732E-2,2.276765442E-1,9.796228638E0,9.799180802E0
6.941360875E0,7.200027466E-2,2.257305908E-1,9.794881439E0,9.797746718E0
6.951421875E0,7.499404907E-2,2.305206299E-1,9.804012451E0,9.807008923E0
6.961482875E0,7.469467163E-2,2.297721863E-1,9.790839844E0,9.793820470E0
6.971543875E0,7.454498291E-2,2.284249878E-1,9.791887665E0,9.794835321E0
6.981604875E0,7.185058594E-2,2.234852600E-1,9.802216187E0,9.805026789E0
6.991665875E0,7.514373779E-2,2.329156494E-1,9.792037354E0,9.795095294E0
7.001726875E0,7.424560547E-2,2.263293457E-1,9.808503113E0,9.811394941E0
7.011787875E0,6.975494385E-2,2.222877502E-1,9.798174591E0,9.800943981E0
7.021848875E0,7.065307617E-2,2.219883728E-1,9.795929260E0,9.798698932E0
7.031909875E0,6.691085815E-2,2.299218750E-1,9.797725525E0,9.800651335E0
7.041971875E0,7.319778442E-2,2.231858826E-1,9.798773346E0,9.801588083E0
7.052032875E0,7.469467163E-2,2.254312134E-1,9.793983307E0,9.796862127E0
7.062093875E0,8.367599487E-2,2.201921082E-1,9.800569611E0,9.803399968E0
7.072154875E0,7.694000244E-2,2.216889954E-1,9.792336731E0,9.795148004E0
7.082215875E0,6.990463257E-2,2.263293457E-1,9.792935486E0,9.795799970E0
7.092276875E0,8.098159790E-2,2.312690735E-1,9.793534241E0,9.796599223E0
7.102337875E0,7.634124756E-2,2.299218750E-1,9.791887665E0,9.794884180E0
7.112398875E0,6.990463257E-2,2.257305908E-1,9.794282684E0,9.797132961E0
7.122459875E0,7.334747314E-2,2.306703186E-1,9.796977081E0,9.799966764E0
7.132520875E0,7.140151978E-2,2.231858826E-1,9.805808716E0,9.808608193E0
7.142581875E0,7.828720093E-2,2.212399292E-1,9.795929260E0,9.798740024E0
7.152642875E0,7.140151978E-2,2.257305908E-1,9.797426147E0,9.800286302E0
7.162703875E0,7.065307617E-2,2.225871277E-1,9.796528015E0,9.799311100E0
7.172764875E0,6.810836792E-2,2.290237427E-1,9.805659027E0,9.808569701E0
7.182825875E0,8.337661743E-2,2.261796570E-1,9.791588287E0,9.794555124E0
7.192886875E0,7.544311523E-2,2.281256104E-1,9.792636108E0,9.795583439E0
7.202947875E0,7.259902954E-2,2.179467773E-1,9.788594513E0,9.791289698E0
7.213008875E0,7.244934082E-2,2.240840149E-1,9.803114319E0,9.805942734E0
7.223069875E0,7.200027466E-2,2.249821472E-1,9.794582062E0,9.797430213E0
7.233130875E0,6.870712280E-2,2.297721863E-1,9.790989532E0,9.793926279E0
7.243192875E0,7.843688965E-2,2.245330811E-1,9.787097626E0,9.789987098E0
7.253253875E0,7.858657837E-2,2.201921082E-1,9.794432373E0,9.797222358E0
7.263314875E0,8.307723999E-2,2.197430420E-1,9.795929260E0,9.798745782E0
7.273375875E0,7.514373779E-2,2.293231201E-1,9.790540466E0,9.793514093E0
7.283436875E0,7.200027466E-2,2.157014465E-1,9.791887665E0,9.794527819E0
7.293497875E0,8.277786255E-2,2.260299683E-1,9.794881439E0,9.797838748E0
7.303558875E0,7.634124756E-2,2.299218750E-1,9.799521790E0,9.802515971E0
7.313619875E0,7.619155884E-2,2.293231201E-1,9.801168365E0,9.804146856E0
7.323680875E0,6.780899048E-2,2.225871277E-1,9.795031128E0,9.797794542E0
7.333741875E0,7.050338745E-2,2.224374390E-1,9.791588287E0,9.794368297E0
7.343802875E0,7.589218140E-2,2.264790344E-1,9.792785797E0,9.795698344E0
7.353863875E0,6.990463257E-2,2.266287231E-1,9.793384552E0,9.796255827E0
7.363924875E0,8.277786255E-2,2.225871277E-1,9.789193268E0,9.792073429E0
7.373985875E0,7.409591675E-2,2.243833923E-1,9.792336731E0,9.795187429E0
7.384046875E0,7.155120850E-2,2.234852600E-1,9.804012451E0,9.806820350E0
7.394107875E0,6.750961304E-2,2.206411743E-1,9.804461517E0,9.807176236E0
7.404168875E0,7.379653931E-2,2.264790344E-1,9.801617432E0,9.804511357E0
7.414229875E0,6.930587769E-2,2.308200073E-1,9.792935486E0,9.795900500E0
7.424290875E0,6.511459351E-2,2.246827698E-1,9.790390778E0,9.793185071E0
7.434352875E0,6.750961304E-2,2.191442871E-1,9.801467743E0,9.804149717E0
7.444413875E0,7.050338745E-2,2.276765442E-1,9.801018677E0,9.803916281E0
7.454474875E0,7.723937988E-2,2.279759216E-1,9.790390778E0,9.793349300E0
7.464535875E0,8.831634521E-2,2.299218750E-1,9.796827393E0,9.799923000E0
7.474596875E0,7.020401001E-2,2.291734314E-1,9.795480194E0,9.798412182E0
7.484657875E0,7.514373779E-2,2.242337036E-1,9.800868988E0,9.803721755E0
7.494718875E0,6.691085815E-2,2.254312134E-1,9.798623657E0,9.801444887E0
7.504779875E0,6.616241455E-2,2.297721863E-1,9.798623657E0,9.801540608E0
7.514840875E0,7.888595581E-2,2.267784119E-1,9.800569611E0,9.803510399E0
7.524901875E0,7.903564453E-2,2.264790344E-1,9.792636108E0,9.795573558E0
7.534962875E0,7.544311523E-2,2.218386841E-1,9.794282684E0,9.797085146E0
7.545023875E0,7.559280396E-2,2.243833923E-1,9.794881439E0,9.797742831E0
7.555084875E0,7.349716187E-2,2.273771667E-1,9.809850311E0,9.812760332E0
7.565145875E0,6.616241455E-2,2.258802795E-1,9.795779572E0,9.798606880E0
7.575206875E0,7.334747314E-2,2.281256104E-1,9.797126770E0,9.800056841E0
7.585268417E0,6.960525513E-2,2.249821472E-1,9.801916809E0,9.804745534E0
7.595329417E0,7.604187012E-2,2.264790344E-1,9.802665253E0,9.805576025E0
7.605390417E0,7.559280396E-2,2.276765442E-1,9.789792023E0,9.792730913E0
7.615451417E0,7.020401001E-2,2.258802795E-1,9.797575836E0,9.800430744E0
7.625512417E0,7.768844604E-2,2.252815247E-1,9.795031128E0,9.797929478E0
7.635574417E0,7.364685059E-2,2.270777893E-1,9.798923035E0,9.801830483E0
7.645635417E0,6.765930176E-2,2.276765442E-1,9.793384552E0,9.796264358E0
7.655696417E0,7.364685059E-2,2.240840149E-1,9.802515564E0,9.805353073E0
7.665757417E0,7.035369873E-2,2.198927307E-1,9.801318054E0,9.804036824E0
7.675818417E0,6.735992432E-2,2.276765442E-1,9.791288910E0,9.794167269E0
7.685879417E0,7.289840698E-2,2.222877502E-1,9.800270233E0,9.803061903E0
7.695940417E0,7.140151978E-2,2.270777893E-1,9.798923035E0,9.801813870E0
7.706001417E0,7.963439941E-2,2.323168945E-1,9.794731750E0,9.797810104E0
7.716062417E0,7.738906860E-2,2.261796570E-1,9.790690155E0,9.793608120E0
7.726123417E0,7.080276489E-2,2.255809021E-1,9.795480194E0,9.798333124E0
7.736184417E0,7.694000244E-2,2.185455322E-1,9.797126770E0,9.799866063E0
7.746245417E0,7.918533325E-2,2.272274780E-1,9.803413696E0,9.806366439E0
7.756306417E0,7.110214233E-2,2.278262329E-1,9.796378326E0,9.799285108E0
7.766367417E0,7.349716187E-2,2.270777893E-1,9.794432373E0,9.797340030E0
7.776428417E0,7.095245361E-2,2.200424194E-1,9.797875214E0,9.800602615E0
7.786489417E0,7.274871826E-2,2.201921082E-1,9.791288910E0,9.794034687E0
7.796550417E0,7.858657837E-2,2.248324585E-1,9.799372101E0,9.802266016E0
7.806611417E0,7.439529419E-2,2.297721863E-1,9.796078949E0,9.799055704E0
7.816673417E0,7.694000244E-2,2.255809021E-1,9.798174591E0,9.801072994E0
7.826734417E0,7.753875732E-2,2.287243652E-1,9.801168365E0,9.804143431E0
7.836795417E0,7.125183105E-2,2.317181396E-1,9.792037354E0,9.795037808E0
7.846856417E0,8.637039185E-2,2.314187622E-1,9.788744202E0,9.791860269E0
7.856917417E0,8.068222046E-2,2.222877502E-1,9.804461517E0,9.807312940E0
7.866978417E0,7.559280396E-2,2.287243652E-1,9.799222412E0,9.802182869E0
7.877039417E0,7.200027466E-2,2.278262329E-1,9.798174591E0,9.801087396E0
7.887100417E0,7.634124756E-2,2.216889954E-1,9.803563385E0,9.806366760E0
7.897161417E0,7.349716187E-2,2.306703186E-1,9.796677704E0,9.799668600E0
7.907222417E0,7.185058594E-2,2.221380615E-1,9.789941711E0,9.792725184E0
7.917283417E0,7.963439941E-2,2.230361938E-1,9.791139221E0,9.794002963E0
7.927344417E0,6.840774536E-2,2.260299683E-1,9.789492645E0,9.792340651E0
7.937405417E0,7.888595581E-2,2.281256104E-1,9.801916809E0,9.804888445E0
7.947466417E0,7.664062500E-2,2.284249878E-1,9.796078949E0,9.799041511E0
7.957527417E0,7.170089722E-2,2.291734314E-1,9.800868988E0,9.803810198E0
7.967588417E0,7.349716187E-2,2.332150269E-1,9.804461517E0,9.807510221E0
7.977649417E0,7.170089722E-2,2.315684509E-1,9.802515564E0,9.805512549E0
7.987710417E0,7.454498291E-2,2.231858826E-1,9.792187042E0,9.795013832E0
7.997771417E0,7.619155884E-2,2.251318359E-1,9.793683929E0,9.796567481E0
8.007833417E0,7.664062500E-2,2.255809021E-1,9.807155914E0,9.810049320E0
8.017894417E0,6.750961304E-2,2.233355713E-1,9.793234863E0,9.796013751E0
8.027955417E0,7.185058594E-2,2.267784119E-1,9.794582062E0,9.797470527E0
8.038016417E0,7.379653931E-2,2.206411743E-1,9.794881439E0,9.797644149E0
8.048077417E0,6.735992432E-2,2.251318359E-1,9.798174591E0,9.800992145E0
8.058138417E0,6.945556641E-2,2.237846375E-1,9.790690155E0,9.793493623E0
8.068199417E0,7.783813477E-2,2.257305908E-1,9.796827393E0,9.799736733E0
8.078260417E0,7.185058594E-2,2.314187622E-1,9.798024902E0,9.801020821E0
8.088321417E0,7.095245361E-2,2.266287231E-1,9.793384552E0,9.796263360E0
8.098382417E0,6.601272583E-2,2.278262329E-1,9.792486420E0,9.795358735E0
8.108443417E0,6.646179199E-2,2.248324585E-1,9.796677704E0,9.799482682E0
8.118504417E0,6.631210327E-2,2.186952209E-1,9.793683929E0,9.796349820E0
8.128565417E0,7.364685059E-2,2.163002014E-1,9.801318054E0,9.803981091E0
8.138626417E0,7.723937988E-2,2.255809021E-1,9.796378326E0,9.799279615E0
8.148687417E0,6.765930176E-2,2.314187622E-1,9.793683929E0,9.796651333E0
8.158748417E0,7.589218140E-2,2.362088013E-1,9.792486420E0,9.795628847E0
8.168809417E0,7.364685059E-2,2.312690735E-1,9.797426147E0,9.800432050E0
8.178870417E0,7.334747314E-2,2.255809021E-1,9.802066498E0,9.804936217E0
8.188931417E0,6.915618896E-2,2.294728088E-1,9.796078949E0,9.799010313E0
8.198993417E0,7.888595581E-2,2.288740540E-1,9.797276459E0,9.800266952E0
8.209054417E0,7.289840698E-2,2.249821472E-1,9.805509338E0,9.808360950E0
8.219115417E0,7.050338745E-2,2.300715637E-1,9.797126770E0,9.800081459E0
8.229176417E0,8.068222046E-2,2.275268555E-1,9.797575836E0,9.800549493E0
8.239237417E0,6.825805664E-2,2.239343262E-1,9.798174591E0,9.800970924E0
8.249298417E0,7.679031372E-2,2.314187622E-1,9.804162140E0,9.807193618E0
8.259359417E0,7.409591675E-2,2.219883728E-1,9.798024902E0,9.800819406E0
8.269420417E0,7.843688965E-2,2.258802795E-1,9.799821167E0,9.802737840E0
8.279481417E0,7.319778442E-2,2.281256104E-1,9.797426147E0,9.800355010E0
8.289542417E0,7.319778442E-2,2.236349487E-1,9.793534241E0,9.796360724E0
8.299603417E0,6.990463257E-2,2.189945984E-1,9.797126770E0,9.799823378E0
8.309664417E0,7.574249268E-2,2.242337036E-1,9.804012451E0,9.806868910E0
8.319725417E0,7.634124756E-2,2.296224976E-1,9.796528015E0,9.799516092E0
8.329786417E0,7.529342651E-2,2.269281006E-1,9.794432373E0,9.797350202E0
8.339847417E0,8.202941895E-2,2.344125366E-1,9.803264008E0,9.806409295E0
8.349908417E0,7.110214233E-2,2.242337036E-1,9.789792023E0,9.792617838E0
8.359969417E0,7.095245361E-2,2.297721863E-1,9.796378326E0,9.799329458E0
8.370030417E0,7.095245361E-2,2.275268555E-1,9.800868988E0,9.803766401E0
8.380091417E0,7.664062500E-2,2.245330811E-1,9.799970856E0,9.802842326E0
8.390153417E0,7.664062500E-2,2.110610962E-1,9.797575836E0,9.800148613E0
8.400214417E0,7.604187012E-2,2.221380615E-1,9.795180817E0,9.797994433E0
8.410275417E0,7.559280396E-2,2.284249878E-1,9.803114319E0,9.806066622E0
8.420336417E0,7.080276489E-2,2.231858826E-1,9.792336731E0,9.795135712E0
8.430397417E0,7.783813477E-2,2.207908630E-1,9.799372101E0,9.802168176E0
8.440458417E0,7.529342651E-2,2.180964661E-1,9.800270233E0,9.802985862E0
8.450519417E0,7.484436035E-2,2.281256104E-1,9.804012451E0,9.806951775E0
8.460580417E0,7.589218140E-2,2.249821472E-1,9.795929260E0,9.798806390E0
8.470641417E0,8.053253174E-2,2.309696960E-1,9.801467743E0,9.804519489E0
8.480702417E0,7.903564453E-2,2.249821472E-1,9.797575836E0,9.800477328E0
8.490763417E0,6.975494385E-2,2.264790344E-1,9.798473969E0,9.801339226E0
8.500824417E0,7.274871826E-2,2.296224976E-1,9.797426147E0,9.800386624E0
8.510885417E0,8.113128662E-2,2.209405518E-1,9.800868988E0,9.803694708E0
8.520946417E0,7.155120850E-2,2.233355713E-1,9.788594513E0,9.791403418E0
8.531007417E0,6.915618896E-2,2.254312134E-1,9.789492645E0,9.792332105E0
8.541068417E0,7.723937988E-2,2.240840149E-1,9.793234863E0,9.796102728E0
8.551129417E0,6.242019653E-2,2.275268555E-1,9.799821167E0,9.802660846E0
8.561190417E0,6.646179199E-2,2.246827698E-1,9.790989532E0,9.793792705E0
8.571251417E0,6.990463257E-2,2.309696960E-1,9.799821167E0,9.802791876E0
8.581313417E0,7.274871826E-2,2.273771667E-1,9.802365875E0,9.805272536E0
8.591373917E0,7.409591675E-2,2.222877502E-1,9.791737976E0,9.794541063E0
8.601434917E0,7.080276489E-2,2.314187622E-1,9.794432373E0,9.797421762E0
8.611495917E0,7.244934082E-2,2.264790344E-1,9.792785797E0,9.795672275E0
8.621556917E0,7.214996338E-2,2.273771667E-1,9.796378326E0,9.799282336E0
8.631617917E0,7.319778442E-2,2.225871277E-1,9.796827393E0,9.799629070E0
8.641678917E0,7.140151978E-2,2.257305908E-1,9.799970856E0,9.802830267E0
8.651739917E0,6.721023560E-2,2.189945984E-1,9.800270233E0,9.802947133E0
8.661800917E0,7.364685059E-2,2.252815247E-1,9.796378326E0,9.799245070E0
8.671861917E0,6.631210327E-2,2.188449097E-1,9.785151672E0,9.787823233E0
8.681922917E0,7.559280396E-2,2.246827698E-1,9.796228638E0,9.799096496E0
8.691983917E0,7.873626709E-2,2.246827698E-1,9.794432373E0,9.797325516E0
8.702044917E0,7.020401001E-2,2.201921082E-1,9.792187042E0,9.794913998E0
8.712105917E0,6.242019653E-2,2.231858826E-1,9.792037354E0,9.794779413E0
8.722166917E0,6.676116943E-2,2.269281006E-1,9.806407471E0,9.809259957E0
8.732227917E0,6.975494385E-2,2.275268555E-1,9.786798248E0,9.789691220E0
8.742288917E0,6.795867920E-2,2.284249878E-1,9.786947937E0,9.789849145E0
8.752349917E0,7.574249268E-2,2.282752991E-1,9.790091400E0,9.793045296E0
8.762411917E0,7.259902954E-2,2.320175171E-1,9.790690155E0,9.793708004E0
8.772472917E0,7.065307617E-2,2.260299683E-1,9.805060272E0,9.807919675E0
8.782533917E0,7.649093628E-2,2.243833923E-1,9.804012451E0,9.806878143E0
8.792594917E0,7.125183105E-2,2.222877502E-1,9.802665253E0,9.805444137E0
8.802655917E0,6.511459351E-2,2.231858826E-1,9.806108093E0,9.808863736E0
8.812716917E0,6.885681152E-2,2.251318359E-1,9.800419922E0,9.803247230E0
8.822777917E0,6.735992432E-2,2.227368164E-1,9.792935486E0,9.795699795E0
8.832838917E0,7.304809570E-2,2.228865051E-1,9.800120544E0,9.802926966E0
8.842899917E0,7.634124756E-2,2.270777893E-1,9.799072723E0,9.802000742E0
8.852960917E0,7.604187012E-2,2.264790344E-1,9.795031128E0,9.797944168E0
8.863021917E0,7.035369873E-2,2.260299683E-1,9.796827393E0,9.799687043E0
8.873082917E0,7.619155884E-2,2.347119141E-1,9.801318054E0,9.804424024E0
8.883143917E0,7.589218140E-2,2.224374390E-1,9.788145447E0,9.790966721E0
8.893204917E0,6.361770630E-2,2.330653381E-1,9.798174591E0,9.801152584E0
8.903265917E0,6.810836792E-2,2.270777893E-1,9.812395020E0,9.815258483E0
8.913326917E0,8.008346558E-2,2.237846375E-1,9.797426147E0,9.800308773E0
8.923387917E0,7.334747314E-2,2.261796570E-1,9.807155914E0,9.810037931E0
8.933448917E0,7.244934082E-2,2.318678284E-1,9.800719299E0,9.803729412E0
8.943510917E0,7.304809570E-2,2.294728088E-1,9.792785797E0,9.795746396E0
8.953571917E0,7.349716187E-2,2.207908630E-1,9.795480194E0,9.798243856E0
8.963632917E0,7.304809570E-2,2.192939758E-1,9.799821167E0,9.802546648E0
8.973693917E0,7.753875732E-2,2.207908630E-1,9.803413696E0,9.806206247E0
8.983754917E0,7.170089722E-2,2.188449097E-1,9.789941711E0,9.792649939E0
8.993815917E0,6.915618896E-2,2.257305908E-1,9.790989532E0,9.793835454E0
9.003876917E0,7.499404907E-2,2.285746765E-1,9.802964630E0,9.805915869E0
9.013937917E0,7.604187012E-2,2.227368164E-1,9.808952179E0,9.811775421E0
9.023998917E0,6.735992432E-2,2.252815247E-1,9.790839844E0,9.793662950E0
9.034059917E0,6.855743408E-2,2.252815247E-1,9.788594513E0,9.791426578E0
9.044120917E0,7.065307617E-2,2.191442871E-1,9.801168365E0,9.803872572E0
9.054181917E0,6.451583862E-2,2.258802795E-1,9.803114319E0,9.805928541E0
9.064242917E0,7.888595581E-2,2.251318359E-1,9.796827393E0,9.799731338E0
9.074303917E0,7.289840698E-2,2.249821472E-1,9.793833618E0,9.796688629E0
9.084364917E0,7.170089722E-2,2.263293457E-1,9.795180817E0,9.798057625E0
9.094425917E0,7.155120850E-2,2.227368164E-1,9.800719299E0,9.803511108E0
9.104487917E0,6.840774536E-2,2.269281006E-1,9.797575836E0,9.800442248E0
9.114548917E0,7.200027466E-2,2.272274780E-1,9.798473969E0,9.801372785E0
9.124609917E0,7.065307617E-2,2.252815247E-1,9.801018677E0,9.803862031E0
9.134670917E0,7.768844604E-2,2.321672058E-1,9.799821167E0,9.802878761E0
9.144731917E0,8.442443848E-2,2.258802795E-1,9.794432373E0,9.797400415E0
9.154792917E0,6.780899048E-2,2.284249878E-1,9.786947937E0,9.789848107E0
9.164853917E0,6.960525513E-2,2.221380615E-1,9.791887665E0,9.794654371E0
9.174914917E0,8.038284302E-2,2.192939758E-1,9.801168365E0,9.803950866E0
9.184975917E0,8.547225952E-2,2.203417969E-1,9.797126770E0,9.799976988E0
9.195036917E0,7.589218140E-2,2.225871277E-1,9.793384552E0,9.796207717E0
9.205097917E0,7.559280396E-2,2.270777893E-1,9.803563385E0,9.806484265E0
9.215158917E0,6.750961304E-2,2.236349487E-1,9.796228638E0,9.799013504E0
9.225219917E0,7.125183105E-2,2.306703186E-1,9.793833618E0,9.796808795E0
9.235280917E0,7.185058594E-2,2.300715637E-1,9.790390778E0,9.793357290E0
9.245341917E0,7.319778442E-2,2.260299683E-1,9.795330505E0,9.798211427E0
9.255402917E0,7.274871826E-2,2.260299683E-1,9.790989532E0,9.793868385E0
9.265463917E0,7.454498291E-2,2.210902405E-1,9.811197510E0,9.813971389E0
9.275524917E0,7.813751221E-2,2.266287231E-1,9.799970856E0,9.802902367E0
9.285586917E0,6.825805664E-2,2.282752991E-1,9.803862762E0,9.806757560E0
9.295647917E0,8.008346558E-2,2.261796570E-1,9.806856537E0,9.809791320E0
9.305708917E0,6.780899048E-2,2.294728088E-1,9.798473969E0,9.801395204E0
9.315769917E0,7.978408813E-2,2.269281006E-1,9.799970856E0,9.802922556E0
9.325830917E0,7.948471069E-2,2.230361938E-1,9.787696381E0,9.790559913E0
9.335891917E0,7.110214233E-2,2.272274780E-1,9.797426147E0,9.800318717E0
9.345952917E0,8.202941895E-2,2.293231201E-1,9.806706848E0,9.809730737E0
9.356013917E0,7.918533325E-2,2.314187622E-1,9.789193268E0,9.792248455E0
9.366074917E0,7.664062500E-2,2.270777893E-1,9.799222412E0,9.802152722E0
9.376135917E0,8.023315430E-2,2.284249878E-1,9.800270233E0,9.803260273E0
9.386196917E0,7.768844604E-2,2.291734314E-1,9.801168365E0,9.804155103E0
9.396257917E0,7.409591675E-2,2.308200073E-1,9.807455292E0,9.810450926E0
9.406318917E0,6.870712280E-2,2.359094238E-1,9.796528015E0,9.799608925E0
9.416379917E0,6.975494385E-2,2.315684509E-1,9.801168365E0,9.804151724E0
9.426440917E0,7.454498291E-2,2.287243652E-1,9.795629883E0,9.798583397E0
9.436501917E0,7.544311523E-2,2.264790344E-1,9.794881439E0,9.797789895E0
9.446563917E0,7.499404907E-2,2.227368164E-1,9.793384552E0,9.796204203E0
9.456624917E0,7.484436035E-2,2.288740540E-1,9.791139221E0,9.794099870E0
9.466685917E0,7.289840698E-2,2.327659607E-1,9.795929260E0,9.798965468E0
9.476746917E0,7.424560547E-2,2.317181396E-1,9.795629883E0,9.798651464E0
9.486807917E0,7.424560547E-2,2.305206299E-1,9.790989532E0,9.793984286E0
9.496868917E0,6.526428223E-2,2.297721863E-1,9.800868988E0,9.803779251E0
9.506929917E0,7.020401001E-2,2.200424194E-1,9.796827393E0,9.799549695E0
9.516990917E0,7.499404907E-2,2.300715637E-1,9.798024902E0,9.801012653E0
9.527051917E0,7.304809570E-2,2.324665833E-1,9.782008209E0,9.785042736E0
9.537112917E0,6.870712280E-2,2.210902405E-1,9.800419922E0,9.803154197E0
9.547173917E0,8.307723999E-2,2.131567383E-1,9.799072723E0,9.801742899E0
9.557234917E0,7.274871826E-2,2.344125366E-1,9.802066498E0,9.805138920E0
9.567295917E0,6.780899048E-2,2.278262329E-1,9.802964630E0,9.805846133E0
9.577356917E0,8.128097534E-2,2.258802795E-1,9.801467743E0,9.804407091E0
9.587418667E0,7.604187012E-2,2.224374390E-1,9.795180817E0,9.798001225E0
9.597479667E0,7.155120850E-2,2.225871277E-1,9.797875214E0,9.800664432E0
9.607540667E0,7.200027466E-2,2.324665833E-1,9.793983307E0,9.797006368E0
9.617602667E0,6.810836792E-2,2.306703186E-1,9.786798248E0,9.789753189E0
9.627663667E0,7.694000244E-2,2.236349487E-1,9.797575836E0,9.800429818E0
9.637724667E0,7.185058594E-2,2.300715637E-1,9.789792023E0,9.792758716E0
