"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.639170375E0,2.035766602E-1,1.016386414E-1,9.819879456E0,9.822515278E0
7.649231375E0,2.017803955E-1,1.049317932E-1,9.827214203E0,9.829845624E0
7.659292375E0,2.157014465E-1,1.032852173E-1,9.754166107E0,9.757097488E0
7.669352375E0,2.188449097E-1,1.077758789E-1,9.798623657E0,9.801659773E0
7.679413375E0,2.128573608E-1,1.013392639E-1,9.857900391E0,9.860718940E0
7.689474375E0,2.165995789E-1,1.137634277E-1,9.810598755E0,9.813648935E0
7.699535375E0,2.071691895E-1,1.118174744E-1,9.746981049E0,9.749823680E0
7.709596375E0,2.085163879E-1,1.059796143E-1,9.791438599E0,9.794232006E0
7.719657375E0,2.088157654E-1,9.639953613E-2,9.854457550E0,9.857141092E0
7.729717375E0,1.971400452E-1,9.565109253E-2,9.785750427E0,9.788203347E0
7.739778375E0,2.080673218E-1,9.565109253E-2,9.752669220E0,9.755357403E0
7.749839375E0,2.112107849E-1,1.034349060E-1,9.845176849E0,9.847985376E0
7.759900375E0,2.080673218E-1,1.182540894E-1,9.839937744E0,9.842847700E0
7.769961500E0,1.916015625E-1,1.212478638E-1,9.717941437E0,9.720586298E0
7.780022500E0,1.932481384E-1,1.062789917E-1,9.759854279E0,9.762345804E0
7.790082500E0,1.953437805E-1,1.011895752E-1,9.856553192E0,9.859008031E0
7.800143500E0,2.065704346E-1,1.007405090E-1,9.771979065E0,9.774681317E0
7.810204500E0,2.194436646E-1,1.007405090E-1,9.724677429E0,9.727674711E0
7.820265500E0,2.186952209E-1,9.879455566E-2,9.811197510E0,9.814131879E0
7.830326500E0,2.234852600E-1,9.744735718E-2,9.837393036E0,9.840413782E0
7.840387500E0,2.113604736E-1,9.430389404E-2,9.748028870E0,9.750776037E0
7.850447500E0,2.145039368E-1,9.205856323E-2,9.752369843E0,9.755162954E0
7.860508500E0,2.067201233E-1,9.520202637E-2,9.821975098E0,9.824611517E0
7.870569500E0,2.026785278E-1,9.445358276E-2,9.794132996E0,9.796685215E0
7.880630500E0,2.071691895E-1,8.996292114E-2,9.751621399E0,9.754236634E0
7.890691500E0,1.944456482E-1,8.098159790E-2,9.799671478E0,9.801934922E0
7.900752500E0,2.109114075E-1,9.475296021E-2,9.863588562E0,9.866298245E0
7.910812500E0,2.067201233E-1,9.954299927E-2,9.780960388E0,9.783651064E0
7.920873500E0,2.037263489E-1,1.011895752E-1,9.748477936E0,9.751131515E0
7.930934500E0,1.989363098E-1,1.113684082E-1,9.836943970E0,9.839585623E0
7.940995500E0,2.070195007E-1,1.133143616E-1,9.842632141E0,9.845461121E0
7.951056500E0,2.091151428E-1,1.103205872E-1,9.766889648E0,9.769750927E0
7.961117500E0,2.163002014E-1,1.032852173E-1,9.794132996E0,9.797065619E0
7.971177500E0,2.094145203E-1,1.095721436E-1,9.859546967E0,9.862379372E0
7.981238500E0,2.134561157E-1,1.118174744E-1,9.791438599E0,9.794403325E0
7.991299500E0,2.089654541E-1,1.107696533E-1,9.758058014E0,9.760923762E0
8.001360500E0,2.017803955E-1,1.130149841E-1,9.823471985E0,9.826194052E0
8.011421500E0,2.113604736E-1,1.083746338E-1,9.836045837E0,9.838913356E0
8.021482500E0,2.152523804E-1,8.906478882E-2,9.772428131E0,9.775204228E0
8.031542500E0,2.041754150E-1,9.639953613E-2,9.744436340E0,9.747051865E0
8.041603500E0,2.092648315E-1,9.969268799E-2,9.827363892E0,9.830097225E0
8.051664500E0,2.180964661E-1,9.879455566E-2,9.820627899E0,9.823546140E0
8.061725500E0,2.146536255E-1,1.025367737E-1,9.727222137E0,9.730130548E0
8.071786500E0,1.990859985E-1,9.550140381E-2,9.774074707E0,9.776568525E0
8.081847500E0,2.043251038E-1,9.520202637E-2,9.839638367E0,9.842220042E0
8.091907500E0,2.116598511E-1,9.535171509E-2,9.805359650E0,9.808107346E0
8.101968500E0,2.121089172E-1,8.202941895E-2,9.737400970E0,9.740056297E0
8.112029500E0,2.212399292E-1,9.056167603E-2,9.821825409E0,9.824734240E0
8.122090500E0,2.032772827E-1,9.460327148E-2,9.841584320E0,9.844138020E0
8.132151500E0,2.032772827E-1,1.064286804E-1,9.774374084E0,9.777066915E0
8.142212500E0,2.004331970E-1,1.034349060E-1,9.761051788E0,9.763657320E0
8.152273500E0,2.148033142E-1,1.100212097E-1,9.846524048E0,9.849481253E0
8.162333500E0,2.177970886E-1,1.065783691E-1,9.820927277E0,9.823920149E0
8.172394500E0,2.068698120E-1,1.034349060E-1,9.740694122E0,9.743439633E0
8.182455500E0,2.043251038E-1,1.016386414E-1,9.802814941E0,9.805470919E0
8.192516500E0,1.957928467E-1,1.053808594E-1,9.860145721E0,9.862652463E0
8.202577500E0,1.911524963E-1,1.149609375E-1,9.807754669E0,9.810290870E0
8.212638500E0,2.014810181E-1,1.082249451E-1,9.739047546E0,9.741732615E0
8.222698500E0,2.142045593E-1,1.065783691E-1,9.836345215E0,9.839254531E0
8.232759500E0,2.186952209E-1,1.071771240E-1,9.843380585E0,9.846393039E0
8.242820500E0,2.163002014E-1,1.034349060E-1,9.756561127E0,9.759506626E0
8.252881500E0,2.068698120E-1,9.774673462E-2,9.783355408E0,9.786030481E0
8.262942500E0,2.131567383E-1,9.834548950E-2,9.846224670E0,9.849022687E0
8.273003500E0,2.182461548E-1,1.079255676E-1,9.789043579E0,9.792070951E0
8.283063500E0,2.100132751E-1,9.924362183E-2,9.728269958E0,9.731042660E0
8.293124500E0,2.025288391E-1,8.891510010E-2,9.800719299E0,9.803214912E0
8.303185500E0,2.107617188E-1,9.190887451E-2,9.865833893E0,9.868512864E0
8.313246500E0,1.993853760E-1,1.017883301E-1,9.780661011E0,9.783222639E0
8.323307500E0,1.974394226E-1,9.250762939E-2,9.751172333E0,9.753609683E0
8.333368500E0,2.047741699E-1,1.019380188E-1,9.836045837E0,9.838705277E0
8.343428500E0,2.182461548E-1,1.019380188E-1,9.826765137E0,9.829716974E0
8.353489500E0,2.083666992E-1,1.056802368E-1,9.746232605E0,9.749032515E0
8.363550500E0,2.122586060E-1,9.550140381E-2,9.766290894E0,9.769064031E0
8.373611500E0,2.080673218E-1,9.999206543E-2,9.862091675E0,9.864793086E0
8.383672500E0,2.034269714E-1,1.022373962E-1,9.792486420E0,9.795132735E0
8.393733500E0,2.089654541E-1,9.190887451E-2,9.746681671E0,9.749354717E0
8.403794500E0,2.164498901E-1,1.028361511E-1,9.831106110E0,9.834026295E0
8.413854500E0,2.157014465E-1,1.080752563E-1,9.840237122E0,9.843194298E0
8.423915500E0,2.106120300E-1,1.049317932E-1,9.768087158E0,9.770920880E0
8.433976500E0,1.981878662E-1,9.295669556E-2,9.756261749E0,9.758717267E0
8.444037500E0,2.088157654E-1,1.065783691E-1,9.840835876E0,9.843628077E0
8.454098500E0,2.145039368E-1,1.044827271E-1,9.822573853E0,9.825471269E0
8.464159500E0,2.143542480E-1,9.789642334E-2,9.740993500E0,9.743843483E0
8.474219500E0,2.097138977E-1,1.023870850E-1,9.790989532E0,9.793770421E0
8.484280500E0,2.118095398E-1,1.011895752E-1,9.853559418E0,9.856355098E0
8.494341500E0,2.017803955E-1,1.086740112E-1,9.775571594E0,9.778257788E0
8.504402500E0,2.035766602E-1,1.070274353E-1,9.750124512E0,9.752836835E0
8.514463500E0,2.089654541E-1,1.019380188E-1,9.816436615E0,9.819189668E0
8.524524500E0,2.121089172E-1,1.073268127E-1,9.823921051E0,9.826796734E0
8.534584500E0,2.064207458E-1,9.834548950E-2,9.756860504E0,9.759539347E0
8.544645500E0,2.062710571E-1,9.355545044E-2,9.783654785E0,9.786276173E0
8.554706500E0,2.142045593E-1,9.385482788E-2,9.856553192E0,9.859327216E0
8.564767500E0,2.070195007E-1,9.116043091E-2,9.785451050E0,9.788065158E0
8.574828500E0,1.975891113E-1,9.759704590E-2,9.732610931E0,9.735105659E0
8.584889500E0,2.074685669E-1,9.460327148E-2,9.799671478E0,9.802323912E0
8.594949500E0,2.058219910E-1,9.430389404E-2,9.855056305E0,9.857656450E0
8.605010500E0,2.104623413E-1,9.729766846E-2,9.770931244E0,9.773681937E0
8.615071500E0,2.049238586E-1,1.017883301E-1,9.758956146E0,9.761638168E0
8.625132500E0,2.071691895E-1,1.079255676E-1,9.835596771E0,9.838370335E0
8.635193500E0,1.995350647E-1,1.137634277E-1,9.817185059E0,9.819871630E0
8.645254500E0,2.128573608E-1,1.070274353E-1,9.743238831E0,9.746151345E0
8.655315500E0,2.133064270E-1,9.954299927E-2,9.796677704E0,9.799505216E0
8.665375500E0,2.092648315E-1,1.131646729E-1,9.847871246E0,9.850744444E0
8.675436500E0,2.071691895E-1,1.031355286E-1,9.788145447E0,9.790880823E0
8.685497500E0,2.128573608E-1,9.265731812E-2,9.735455017E0,9.738222529E0
8.695558500E0,2.080673218E-1,9.550140381E-2,9.824968872E0,9.827635823E0
8.705619500E0,2.083666992E-1,1.065783691E-1,9.847122803E0,9.849903711E0
8.715680500E0,2.139051819E-1,1.052311707E-1,9.757908325E0,9.760819838E0
8.725740500E0,2.025288391E-1,9.475296021E-2,9.775721283E0,9.778278103E0
8.735801500E0,2.038760376E-1,1.011895752E-1,9.843829651E0,9.846460631E0
8.745862500E0,2.026785278E-1,9.684860229E-2,9.802814941E0,9.805388264E0
8.755923500E0,2.050735474E-1,1.032852173E-1,9.749675446E0,9.752378904E0
8.765988250E0,2.086660767E-1,9.804611206E-2,9.788744202E0,9.791458912E0
8.776049250E0,2.095642090E-1,1.037342834E-1,9.837692413E0,9.840471024E0
8.786110250E0,2.115101624E-1,1.001417542E-1,9.779613190E0,9.782412742E0
8.796170250E0,1.990859985E-1,9.909393311E-2,9.758357391E0,9.760891036E0
8.806231250E0,2.130070496E-1,1.053808594E-1,9.827214203E0,9.830087289E0
8.816292250E0,2.146536255E-1,1.049317932E-1,9.814041595E0,9.816949592E0
8.826353250E0,2.092648315E-1,9.789642334E-2,9.761500854E0,9.764234451E0
8.836414250E0,2.067201233E-1,9.639953613E-2,9.766590271E0,9.769253380E0
8.846475250E0,2.191442871E-1,9.894424438E-2,9.835447083E0,9.838385716E0
8.856536250E0,2.160008240E-1,1.055305481E-1,9.808203735E0,9.811149452E0
8.866596250E0,2.100132751E-1,1.020877075E-1,9.733658752E0,9.736459325E0
8.876657250E0,2.031275940E-1,1.049317932E-1,9.795330505E0,9.797998327E0
8.886718250E0,2.179467773E-1,1.040336609E-1,9.842332764E0,9.845295223E0
8.896779250E0,2.052232361E-1,1.028361511E-1,9.772278442E0,9.774974057E0
8.906840250E0,2.121089172E-1,1.010398865E-1,9.749825134E0,9.752655505E0
8.916901250E0,2.152523804E-1,1.092727661E-1,9.841584320E0,9.844544482E0
8.926962250E0,2.119592285E-1,1.064286804E-1,9.814041595E0,9.816907161E0
8.937023250E0,2.083666992E-1,9.894424438E-2,9.741292877E0,9.744023479E0
8.947083250E0,2.049238586E-1,9.699829102E-2,9.789342957E0,9.791968034E0
8.957144250E0,2.061213684E-1,1.007405090E-1,9.837393036E0,9.840067907E0
8.967205250E0,2.107617188E-1,9.774673462E-2,9.792935486E0,9.795690908E0
8.977266250E0,2.035766602E-1,9.520202637E-2,9.746981049E0,9.749571603E0
8.987327250E0,2.026785278E-1,8.652008057E-2,9.797276459E0,9.799754605E0
8.997388250E0,2.076182556E-1,9.849517822E-2,9.850116577E0,9.852796721E0
9.007449250E0,1.996847534E-1,9.565109253E-2,9.760153656E0,9.762664724E0
9.017509250E0,1.935475159E-1,8.427474976E-2,9.745334473E0,9.747620574E0
9.027570250E0,2.056723022E-1,1.031355286E-1,9.839638367E0,9.842328039E0
9.037631250E0,2.118095398E-1,1.059796143E-1,9.823921051E0,9.826775655E0
9.047692250E0,2.058219910E-1,1.008901978E-1,9.748477936E0,9.751172421E0
9.057753250E0,2.077679443E-1,1.008901978E-1,9.790091400E0,9.792815528E0
9.067814250E0,2.016307068E-1,1.106199646E-1,9.840087433E0,9.842774629E0
9.077875250E0,2.086660767E-1,1.070274353E-1,9.780960388E0,9.783771385E0
9.087936250E0,2.107617188E-1,9.639953613E-2,9.741442566E0,9.744199128E0
9.097996250E0,2.160008240E-1,1.034349060E-1,9.831704865E0,9.834621278E0
9.108057250E0,2.290237427E-1,1.095721436E-1,9.835297394E0,9.838573715E0
9.118118250E0,2.128573608E-1,1.074765015E-1,9.755513306E0,9.758427092E0
9.128179250E0,2.049238586E-1,9.819580078E-2,9.777667236E0,9.780307397E0
9.138240250E0,2.197430420E-1,1.056802368E-1,9.840386810E0,9.843407331E0
9.148301250E0,2.151026917E-1,1.026864624E-1,9.801767120E0,9.804664826E0
9.158362250E0,1.993853760E-1,9.535171509E-2,9.740544434E0,9.743051490E0
9.168423250E0,1.938468933E-1,1.050814819E-1,9.801767120E0,9.804246907E0
9.178483250E0,2.022294617E-1,9.789642334E-2,9.845027161E0,9.847590581E0
9.188544250E0,1.971400452E-1,9.819580078E-2,9.771230621E0,9.773712420E0
9.198605250E0,2.046244812E-1,9.924362183E-2,9.746082916E0,9.748735953E0
9.208666250E0,2.043251038E-1,8.966354370E-2,9.838590546E0,9.841120476E0
9.218727250E0,2.080673218E-1,9.984237671E-2,9.817334747E0,9.820046948E0
9.228788250E0,2.064207458E-1,1.020877075E-1,9.746082916E0,9.748803190E0
9.238849250E0,1.987866211E-1,9.101074219E-2,9.790390778E0,9.792831595E0
9.248910250E0,2.127076721E-1,9.639953613E-2,9.842781830E0,9.845551867E0
9.258971250E0,2.121089172E-1,9.699829102E-2,9.782906342E0,9.785686248E0
9.269031250E0,2.041754150E-1,9.280700684E-2,9.738897858E0,9.741479981E0
9.279092250E0,2.146536255E-1,1.035845947E-1,9.811496887E0,9.814391327E0
9.289153250E0,2.171983337E-1,1.161584473E-1,9.833201752E0,9.836286118E0
9.299214250E0,2.089654541E-1,1.083746338E-1,9.768835602E0,9.771671333E0
9.309275250E0,2.115101624E-1,9.909393311E-2,9.763596497E0,9.766389953E0
9.319336250E0,2.083666992E-1,9.984237671E-2,9.836045837E0,9.838759215E0
9.329397250E0,2.071691895E-1,9.654922485E-2,9.819879456E0,9.822539048E0
9.339458250E0,2.122586060E-1,9.654922485E-2,9.747130737E0,9.749919645E0
9.349518250E0,2.113604736E-1,1.023870850E-1,9.802665253E0,9.805478184E0
9.359579250E0,2.171983337E-1,1.049317932E-1,9.871671753E0,9.874618423E0
9.369640250E0,2.103126526E-1,1.103205872E-1,9.783654785E0,9.786536824E0
9.379701250E0,2.127076721E-1,9.699829102E-2,9.748178558E0,9.750981408E0
9.389762250E0,2.079176331E-1,1.011895752E-1,9.834848328E0,9.837566300E0
9.399823250E0,2.065704346E-1,1.062789917E-1,9.850865021E0,9.853603819E0
9.409884250E0,1.996847534E-1,1.085243225E-1,9.749376068E0,9.752024674E0
9.419945250E0,2.031275940E-1,9.864486694E-2,9.787097626E0,9.789702323E0
9.430006250E0,2.112107849E-1,1.077758789E-1,9.848769379E0,9.851623415E0
9.440066250E0,2.065704346E-1,1.095721436E-1,9.809550934E0,9.812337485E0
9.450127250E0,2.022294617E-1,1.035845947E-1,9.751022644E0,9.753669521E0
9.460188250E0,2.022294617E-1,1.016386414E-1,9.830806732E0,9.833411828E0
9.470249250E0,2.143542480E-1,1.053808594E-1,9.863438873E0,9.866330588E0
9.480310250E0,2.016307068E-1,1.028361511E-1,9.811197510E0,9.813807966E0
9.490371250E0,2.106120300E-1,1.005908203E-1,9.819879456E0,9.822652822E0
9.500432250E0,2.073188782E-1,9.145980835E-2,9.844129028E0,9.846736634E0
9.510493250E0,2.110610962E-1,1.022373962E-1,9.912387085E0,9.915160967E0
9.520553250E0,2.086660767E-1,9.580078125E-2,9.789792023E0,9.792484218E0
9.530614250E0,2.067201233E-1,9.909393311E-2,9.775870972E0,9.778558486E0
9.540675250E0,2.218386841E-1,1.034349060E-1,9.980196075E0,9.983197127E0
9.550736250E0,2.025288391E-1,1.076261902E-1,9.793234863E0,9.795920090E0
9.560797250E0,2.098635864E-1,1.086740112E-1,9.766440582E0,9.769299587E0
9.570858250E0,2.140548706E-1,9.849517822E-2,9.920170898E0,9.922968882E0
9.580919250E0,2.097138977E-1,1.061293030E-1,9.931846619E0,9.934627351E0
9.590980250E0,2.044747925E-1,1.112187195E-1,9.778565369E0,9.781335298E0
9.601041250E0,2.094145203E-1,1.013392639E-1,9.812844086E0,9.815601517E0
9.611101250E0,2.095642090E-1,1.074765015E-1,9.938283234E0,9.941073483E0
9.621162250E0,2.204914856E-1,1.067280579E-1,9.805659027E0,9.808718384E0
9.631223250E0,2.103126526E-1,1.088237000E-1,9.855954437E0,9.858798704E0
9.641284250E0,2.106120300E-1,1.014889526E-1,9.885443115E0,9.888207270E0
9.651345250E0,2.046244812E-1,1.095721436E-1,9.774972839E0,9.777728327E0
9.661406250E0,2.071691895E-1,9.654922485E-2,9.811347198E0,9.814009103E0
9.671467250E0,2.098635864E-1,9.684860229E-2,9.890083466E0,9.892783902E0
9.681528250E0,2.133064270E-1,1.109193420E-1,9.896819458E0,9.899739295E0
9.691589250E0,2.192939758E-1,1.080752563E-1,9.918674011E0,9.921686563E0
9.701649250E0,2.183958435E-1,9.415420532E-2,1.000848724E1,1.001131253E1
9.711710250E0,2.098635864E-1,9.370513916E-2,9.980345764E0,9.982991784E0
9.721771250E0,2.055226135E-1,9.954299927E-2,9.976902924E0,9.979516035E0
9.731832250E0,2.085163879E-1,9.205856323E-2,1.006387207E1,1.006645295E1
9.741893250E0,2.038760376E-1,9.729766846E-2,9.980196075E0,9.982752425E0
9.751954250E0,2.180964661E-1,1.041833496E-1,9.978998566E0,9.981925296E0
9.762015250E0,2.300715637E-1,1.011895752E-1,1.005698639E1,1.006012661E1
9.772076625E0,2.188449097E-1,9.924362183E-2,1.000953506E1,1.001241902E1
9.782137625E0,2.049238586E-1,1.022373962E-1,9.972711639E0,9.975340782E0
9.792197625E0,1.996847534E-1,1.011895752E-1,1.005040009E1,1.005289288E1
9.802258625E0,2.134561157E-1,1.034349060E-1,1.010877869E1,1.011156115E1
9.812319625E0,2.115101624E-1,1.079255676E-1,1.002674927E1,1.002956058E1
9.822380625E0,2.095642090E-1,1.053808594E-1,1.006896149E1,1.007169339E1
9.832441625E0,2.016307068E-1,1.148112488E-1,1.015308655E1,1.015573744E1
9.842502625E0,2.173480225E-1,1.175056458E-1,1.010728180E1,1.011030134E1
9.852563625E0,2.103126526E-1,1.103205872E-1,1.008842102E1,1.009121602E1
9.862624625E0,2.119592285E-1,1.076261902E-1,1.014230896E1,1.014509444E1
9.872684625E0,2.125579834E-1,1.110690308E-1,1.017793488E1,1.018076007E1
9.882745625E0,2.115101624E-1,1.115180969E-1,1.012674133E1,1.012956380E1
9.892806625E0,2.061213684E-1,1.046324158E-1,1.012015503E1,1.012279466E1
9.902867625E0,2.209405518E-1,1.056802368E-1,1.020038818E1,1.020332799E1
9.912928625E0,2.173480225E-1,1.119671631E-1,1.019499939E1,1.019793064E1
9.922989625E0,2.127076721E-1,1.019380188E-1,1.015443375E1,1.015717287E1
9.933050625E0,2.255809021E-1,1.071771240E-1,1.021326141E1,1.021631452E1
9.943111625E0,2.192939758E-1,1.106199646E-1,1.028331573E1,1.028624854E1
9.953171625E0,2.173480225E-1,1.041833496E-1,1.029005173E1,1.029287418E1
9.963232625E0,2.180964661E-1,9.834548950E-2,1.023242157E1,1.023521808E1
9.973293625E0,2.263293457E-1,1.014889526E-1,1.034154465E1,1.034451887E1
9.983354625E0,2.224374390E-1,1.073268127E-1,1.043255539E1,1.043547840E1
9.993415625E0,2.249821472E-1,1.020877075E-1,1.036205200E1,1.036499689E1
1.000347663E1,2.204914856E-1,1.016386414E-1,1.038525375E1,1.038809138E1
1.001353762E1,2.236349487E-1,9.759704590E-2,1.046683411E1,1.046967784E1
1.002359863E1,2.273771667E-1,1.013392639E-1,1.049737061E1,1.050032188E1
1.003365963E1,2.243833923E-1,1.041833496E-1,1.041938278E1,1.042231930E1
1.004371963E1,2.194436646E-1,9.789642334E-2,1.045620621E1,1.045896685E1
1.005378062E1,2.321672058E-1,1.017883301E-1,1.054093002E1,1.054397782E1
1.006384163E1,2.317181396E-1,1.002914429E-1,1.051697983E1,1.052001028E1
1.007390263E1,2.266287231E-1,9.984237671E-2,1.046698380E1,1.046991303E1
1.008396363E1,2.264790344E-1,1.005908203E-1,1.056323364E1,1.056614008E1
1.009402462E1,2.405497742E-1,1.077758789E-1,1.062804886E1,1.063131706E1
1.010408563E1,2.237846375E-1,1.184037781E-1,1.052491333E1,1.052795800E1
1.011414663E1,2.296224976E-1,1.046324158E-1,1.061203217E1,1.061503185E1
1.012420663E1,2.327659607E-1,1.070274353E-1,1.070049820E1,1.070356467E1
1.013426762E1,2.276765442E-1,1.140628052E-1,1.067190765E1,1.067494543E1
1.014432862E1,2.269281006E-1,1.227447510E-1,1.068867279E1,1.069178604E1
1.015438963E1,2.285746765E-1,1.127156067E-1,1.074705139E1,1.075007278E1
1.016445063E1,2.393522644E-1,1.188528442E-1,1.083027832E1,1.083357485E1
1.017451162E1,2.354603577E-1,1.136137390E-1,1.076336746E1,1.076654210E1
1.018457263E1,2.266287231E-1,1.143621826E-1,1.076950470E1,1.077249603E1
1.019463363E1,2.396516418E-1,1.130149841E-1,1.084120560E1,1.084444301E1
1.020469363E1,2.336640930E-1,1.160087585E-1,1.086186264E1,1.086499503E1
1.021475462E1,2.342628479E-1,1.142124939E-1,1.081710571E1,1.082024489E1
1.022481562E1,2.308200073E-1,1.047821045E-1,1.080962128E1,1.081259309E1
1.023487663E1,2.386038208E-1,1.004411316E-1,1.091200836E1,1.091507887E1
1.024493763E1,2.327659607E-1,1.134640503E-1,1.082264420E1,1.082574161E1
1.025499862E1,2.192939758E-1,1.124162292E-1,1.077639038E1,1.077920762E1
1.026505963E1,2.249821472E-1,1.088237000E-1,1.085033661E1,1.085321446E1
1.027512063E1,2.269281006E-1,1.181044006E-1,1.085198318E1,1.085499811E1
1.028518063E1,2.225871277E-1,1.109193420E-1,1.076621155E1,1.076908349E1
1.029524162E1,2.207908630E-1,1.059796143E-1,1.075258987E1,1.075537862E1
1.030530262E1,2.342628479E-1,1.133143616E-1,1.083237396E1,1.083549929E1
1.031536363E1,2.239343262E-1,1.224453735E-1,1.076202026E1,1.076504620E1
1.032542463E1,2.207908630E-1,1.242416382E-1,1.066592010E1,1.066892854E1
1.033548562E1,2.284249878E-1,1.146615601E-1,1.071097641E1,1.071402543E1
1.034554663E1,2.366578674E-1,1.163081360E-1,1.079854431E1,1.080176346E1
1.035560763E1,2.224374390E-1,1.215472412E-1,1.067744614E1,1.068045449E1
1.036566863E1,2.294728088E-1,1.115180969E-1,1.059856018E1,1.060163063E1
1.037572863E1,2.377056885E-1,1.071771240E-1,1.073447754E1,1.073764401E1
1.038578962E1,2.327659607E-1,1.049317932E-1,1.066786606E1,1.067092109E1
1.039585063E1,2.303709412E-1,1.052311707E-1,1.061487625E1,1.061789726E1
1.040591163E1,2.375559998E-1,9.490264893E-2,1.065184937E1,1.065492066E1
1.041597262E1,2.402503967E-1,9.864486694E-2,1.067759583E1,1.068075389E1
1.042603363E1,2.372566223E-1,9.654922485E-2,1.060933777E1,1.061242952E1
1.043609463E1,2.347119141E-1,9.879455566E-2,1.060858932E1,1.061164537E1
1.044615563E1,2.383044434E-1,9.565109253E-2,1.068732559E1,1.069041002E1
1.045621563E1,2.372566223E-1,1.098715210E-1,1.063987427E1,1.064308634E1
1.046627662E1,2.393522644E-1,1.014889526E-1,1.055589890E1,1.055909991E1
1.047633763E1,2.375559998E-1,1.091230774E-1,1.059302170E1,1.059624695E1
1.048639863E1,2.338137817E-1,1.124162292E-1,1.066397415E1,1.066712946E1
1.049645962E1,2.389031982E-1,1.269360352E-1,1.063074326E1,1.063418496E1
1.050652063E1,2.136058044E-1,1.291813660E-1,1.054512131E1,1.054807559E1
1.051658163E1,2.230361938E-1,1.356179810E-1,1.059317139E1,1.059638700E1
1.052664263E1,2.218386841E-1,1.407073975E-1,1.066277664E1,1.066601222E1
1.053670263E1,2.185455322E-1,1.329235840E-1,1.059900925E1,1.060209545E1
1.054676362E1,2.167492676E-1,1.157093811E-1,1.052296738E1,1.052583542E1
1.055682463E1,2.167492676E-1,1.089733887E-1,1.062041473E1,1.062318524E1
1.056688563E1,2.245330811E-1,1.146615601E-1,1.065140030E1,1.065438364E1
1.057694662E1,2.240840149E-1,1.163081360E-1,1.057610687E1,1.057911990E1
1.058700762E1,2.124082947E-1,1.142124939E-1,1.050320847E1,1.050597686E1
1.059706863E1,2.218386841E-1,1.073268127E-1,1.061143341E1,1.061429463E1
1.060712963E1,2.264790344E-1,1.103205872E-1,1.062520477E1,1.062819081E1
1.061718963E1,2.182461548E-1,1.062789917E-1,1.049422714E1,1.049703434E1
1.062725062E1,2.022294617E-1,1.019380188E-1,1.051937485E1,1.052181236E1
1.063731163E1,2.237846375E-1,9.879455566E-2,1.066427353E1,1.066707879E1
1.064737263E1,2.329156494E-1,9.969268799E-2,1.056488022E1,1.056791760E1
1.065743362E1,2.344125366E-1,9.116043091E-2,1.045006897E1,1.045309528E1
1.066749462E1,2.444416809E-1,9.310638428E-2,1.061816940E1,1.062139078E1
1.067755563E1,2.351609802E-1,1.013392639E-1,1.072355026E1,1.072660713E1
1.068761663E1,2.396516418E-1,1.019380188E-1,1.048075516E1,1.048399032E1
1.069767663E1,2.291734314E-1,1.038839722E-1,1.056817337E1,1.057116837E1
1.070773762E1,2.522254944E-1,1.041833496E-1,1.079345490E1,1.079690421E1
1.071779863E1,2.454895020E-1,1.139131165E-1,1.062625259E1,1.062969828E1
1.072785963E1,2.243833923E-1,1.107696533E-1,1.045111679E1,1.045411211E1
1.073792062E1,2.347119141E-1,1.148112488E-1,1.077758789E1,1.078075471E1
1.074798162E1,2.188449097E-1,1.333726501E-1,1.070468948E1,1.070775692E1
1.075804263E1,2.185455322E-1,1.279838562E-1,1.037327866E1,1.037636989E1
1.076810017E1,2.279759216E-1,1.127156067E-1,1.067310516E1,1.067613468E1
1.077816017E1,2.378553772E-1,1.086740112E-1,1.070394104E1,1.070713496E1
1.078822117E1,2.177970886E-1,1.260379028E-1,1.044273422E1,1.044576561E1
1.079828217E1,2.136058044E-1,1.261875916E-1,1.063074326E1,1.063363780E1
1.080834317E1,2.170486450E-1,1.242416382E-1,1.066801575E1,1.067094682E1
1.081840417E1,2.130070496E-1,1.194515991E-1,1.051248917E1,1.051532544E1
1.082846517E1,2.134561157E-1,1.128652954E-1,1.068987030E1,1.069259693E1
1.083852617E1,2.013313293E-1,1.109193420E-1,1.063732956E1,1.063981285E1
1.084858717E1,1.959425354E-1,1.121168518E-1,1.053853500E1,1.054095269E1
1.085864717E1,2.195933533E-1,1.224453735E-1,1.082488953E1,1.082780898E1
1.086870817E1,2.133064270E-1,1.163081360E-1,1.052805679E1,1.053085975E1
1.087876917E1,2.432441711E-1,1.097218323E-1,1.058404037E1,1.058740371E1
1.088883017E1,2.531236267E-1,1.095721436E-1,1.076606186E1,1.076959449E1
1.089889117E1,2.332150269E-1,1.049317932E-1,1.050814819E1,1.051125960E1
1.090895217E1,2.558180237E-1,9.894424438E-2,1.068807404E1,1.069159293E1
1.091901317E1,2.281256104E-1,8.756790161E-2,1.064391586E1,1.064672036E1
1.092907417E1,2.444416809E-1,1.071771240E-1,1.066187851E1,1.066521880E1
1.093913417E1,2.517764282E-1,1.118174744E-1,1.072848999E1,1.073202646E1
1.094919517E1,2.324665833E-1,1.043330383E-1,1.056173676E1,1.056480995E1
1.095925617E1,2.477348328E-1,1.088237000E-1,1.081276474E1,1.081614980E1
