"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.541621325E1,2.136058044E-1,9.954299927E-2,9.796977081E0,9.799811028E0
1.542627425E1,1.803749084E-1,1.190025330E-1,9.755363617E0,9.757756710E0
1.543633525E1,1.857637024E-1,1.193019104E-1,9.762249298E0,9.764745386E0
1.544639625E1,1.902543640E-1,8.936416626E-2,9.624984741E0,9.627279675E0
1.545645725E1,2.525248718E-1,8.068222046E-2,9.906848602E0,9.910394930E0
1.546651725E1,2.637515259E-1,8.711883545E-2,9.850865021E0,9.854780374E0
1.547657825E1,1.902543640E-1,6.361770630E-2,9.746981049E0,9.749045261E0
1.548663925E1,1.857637024E-1,9.041198730E-2,9.873617706E0,9.875778911E0
1.549670025E1,1.763333130E-1,9.939331055E-2,9.749974823E0,9.752075754E0
1.550676125E1,2.339634705E-1,7.005432129E-2,9.844578094E0,9.847607038E0
1.551682225E1,2.430944824E-1,6.750961304E-2,9.917476501E0,9.920685089E0
1.552688325E1,2.028282166E-1,9.520202637E-2,9.867181091E0,9.869724687E0
1.553694325E1,2.020797729E-1,1.254391479E-1,9.863139496E0,9.866006889E0
1.554700425E1,1.838177490E-1,9.280700684E-2,9.713001709E0,9.715184214E0
1.555706525E1,1.799258423E-1,8.831634521E-2,9.823172607E0,9.825217207E0
1.556712625E1,2.372566223E-1,7.574249268E-2,1.005144791E1,1.005453294E1
1.557718725E1,2.451901245E-1,1.363664246E-1,9.831854553E0,9.835856747E0
1.558724825E1,2.326162720E-1,1.404080200E-1,9.716893616E0,9.720691657E0
1.559730925E1,1.631607056E-1,1.185534668E-1,9.799072723E0,9.801148024E0
1.560736925E1,1.654060364E-1,1.487905884E-1,9.866732025E0,9.869240024E0
1.561743025E1,1.910028076E-1,1.152603149E-1,9.789642334E0,9.792183824E0
1.562749125E1,1.919009399E-1,1.237925720E-1,9.845476227E0,9.848124324E0
1.563755225E1,2.227368164E-1,1.119671631E-1,9.793534241E0,9.796706654E0
1.564761325E1,1.826202393E-1,9.999206543E-2,9.635313263E0,9.637562464E0
1.565767425E1,1.845661926E-1,1.252894592E-1,9.642797699E0,9.645377628E0
1.566773425E1,1.775308228E-1,1.043330383E-1,9.922266541E0,9.924403049E0
1.567779525E1,2.149530029E-1,1.239422607E-1,9.852511597E0,9.855635507E0
1.568785625E1,2.179467773E-1,1.044827271E-1,9.647737427E0,9.650764472E0
1.569791725E1,2.131567383E-1,9.445358276E-2,9.668843536E0,9.671654078E0
1.570797825E1,2.031275940E-1,1.056802368E-1,9.783654785E0,9.786333843E0
1.571803925E1,2.230361938E-1,8.532257080E-2,9.792935486E0,9.795846595E0
1.572810025E1,2.438429260E-1,8.517288208E-2,9.815688171E0,9.819085908E0
1.573816025E1,2.344125366E-1,6.661148071E-2,9.794432373E0,9.797463541E0
1.574822125E1,2.315684509E-1,5.777984619E-2,9.734257507E0,9.737182944E0
1.575828225E1,2.324665833E-1,7.679031372E-2,9.787995758E0,9.791057064E0
1.576834325E1,2.770738220E-1,8.427474976E-2,9.797875214E0,9.802154398E0
1.577840438E1,2.263293457E-1,9.669891357E-2,9.963131561E0,9.966171088E0
1.578846537E1,2.050735474E-1,1.008901978E-1,9.827363892E0,9.830021111E0
1.579852638E1,1.806742859E-1,9.909393311E-2,9.721833344E0,9.724016987E0
1.580858638E1,1.868115234E-1,1.076261902E-1,9.743089142E0,9.745474230E0
1.581864738E1,2.192939758E-1,8.652008057E-2,9.995314636E0,9.998094331E0
1.582870838E1,2.273771667E-1,9.011260986E-2,9.805060272E0,9.808110297E0
1.583876937E1,2.158511353E-1,6.077362061E-2,9.785900116E0,9.788469044E0
1.584883038E1,1.945953369E-1,8.292755127E-2,9.833201752E0,9.835476654E0
1.585889138E1,1.880090332E-1,1.378633118E-1,9.751322021E0,9.754108614E0
1.586895138E1,1.962419128E-1,1.100212097E-1,9.872719574E0,9.875282646E0
1.587901237E1,2.285746765E-1,8.562194824E-2,9.874366150E0,9.877382465E0
1.588907338E1,2.022294617E-1,9.759704590E-2,9.814939728E0,9.817508024E0
1.589913438E1,2.109114075E-1,1.032852173E-1,9.771679688E0,9.774501285E0
1.590919538E1,1.736389160E-1,1.010398865E-1,9.713450775E0,9.715528060E0
1.591925637E1,1.812730408E-1,1.137634277E-1,9.824669495E0,9.827000189E0
1.592931738E1,2.028282166E-1,9.580078125E-2,9.901908875E0,9.904449325E0
1.593937738E1,2.408491516E-1,1.056802368E-1,9.776320038E0,9.779857366E0
1.594943838E1,2.279759216E-1,1.266366577E-1,9.630972290E0,9.634502432E0
1.595949937E1,1.986369324E-1,9.415420532E-2,9.704619141E0,9.707108442E0
1.596956038E1,1.686991882E-1,1.405577087E-1,9.799222412E0,9.801682293E0
1.597962138E1,1.724414062E-1,1.401086426E-1,9.779912567E0,9.782436112E0
1.598968238E1,1.917512512E-1,1.188528442E-1,9.808353424E0,9.810947530E0
1.599974337E1,2.212399292E-1,1.119671631E-1,9.703421631E0,9.706589262E0
1.600980337E1,2.118095398E-1,1.146615601E-1,9.679621124E0,9.682617191E0
1.601986438E1,2.183958435E-1,1.175056458E-1,9.909393311E0,9.912496159E0
1.602992538E1,1.815724182E-1,1.179547119E-1,9.855355682E0,9.857733892E0
1.603998637E1,2.046244812E-1,9.295669556E-2,9.834698639E0,9.837266360E0
1.605004737E1,2.321672058E-1,1.182540894E-1,9.837393036E0,9.840842819E0
1.606010838E1,2.192939758E-1,1.019380188E-1,9.647587738E0,9.650618134E0
1.607016838E1,2.363584900E-1,7.080276489E-2,9.943222961E0,9.946283790E0
1.608022938E1,2.183958435E-1,7.439529419E-2,1.001043320E1,1.001309164E1
1.609029037E1,2.182461548E-1,5.538482666E-2,9.798923035E0,9.801509654E0
1.610035138E1,2.279759216E-1,8.412506104E-2,9.754764862E0,9.757791121E0
1.611041238E1,2.296224976E-1,5.837860107E-2,9.826465759E0,9.829321638E0
1.612047337E1,2.516267395E-1,5.104385376E-2,9.855505371E0,9.858849203E0
1.613053437E1,2.387535095E-1,9.325607300E-2,9.757908325E0,9.761274241E0
1.614059437E1,2.344125366E-1,7.589218140E-2,9.863438873E0,9.866515863E0
1.615065538E1,1.986369324E-1,9.310638428E-2,9.857451324E0,9.859892091E0
1.616071638E1,1.678010559E-1,1.067280579E-1,9.552236023E0,9.554305894E0
1.617077737E1,1.845661926E-1,9.340576172E-2,9.770631866E0,9.772821311E0
1.618083838E1,2.109114075E-1,9.145980835E-2,9.956245880E0,9.958899565E0
1.619089938E1,2.143542480E-1,9.535171509E-2,9.801617432E0,9.804424714E0
1.620096037E1,2.082170105E-1,8.472381592E-2,9.700876923E0,9.703481103E0
1.621102037E1,2.022294617E-1,1.053808594E-1,9.742789764E0,9.745458136E0
1.622108137E1,2.065704346E-1,1.065783691E-1,9.804611206E0,9.807366170E0
1.623114238E1,2.323168945E-1,1.389111328E-1,9.803713074E0,9.807449081E0
1.624120338E1,2.163002014E-1,1.501377869E-1,9.854457550E0,9.857974474E0
1.625126437E1,2.140548706E-1,1.281335449E-1,9.803862762E0,9.807036390E0
1.626132538E1,2.088157654E-1,1.261875916E-1,9.745933228E0,9.748986707E0
1.627138638E1,2.070195007E-1,1.136137390E-1,9.790091400E0,9.792939027E0
1.628144638E1,2.089654541E-1,1.248403931E-1,9.858349457E0,9.861354151E0
1.629150737E1,1.966909790E-1,1.303788757E-1,9.850865021E0,9.853691067E0
1.630156837E1,2.209405518E-1,1.013392639E-1,9.829609222E0,9.832614192E0
1.631162938E1,2.462379456E-1,1.157093811E-1,9.672735443E0,9.676560998E0
1.632169038E1,2.468367004E-1,1.043330383E-1,9.801018677E0,9.804681578E0
1.633175137E1,2.100132751E-1,1.210981750E-1,9.902357941E0,9.905324989E0
1.634181137E1,1.742376709E-1,1.345701599E-1,9.789642334E0,9.792117489E0
1.635187238E1,1.719923401E-1,8.023315430E-2,9.755513306E0,9.757359201E0
1.636193338E1,1.947450256E-1,1.079255676E-1,9.721084900E0,9.723634361E0
1.637199438E1,2.112107849E-1,8.367599487E-2,9.806706848E0,9.809337943E0
1.638205537E1,2.315684509E-1,8.652008057E-2,9.776320038E0,9.779444931E0
1.639211638E1,1.769320679E-1,7.439529419E-2,9.759405212E0,9.761292420E0
1.640217738E1,1.907034302E-1,7.948471069E-2,9.799671478E0,9.801849147E0
1.641223738E1,1.826202393E-1,1.178050232E-1,9.735604706E0,9.738029943E0
1.642229837E1,2.122586060E-1,1.029858398E-1,9.698032837E0,9.700902056E0
1.643235938E1,2.372566223E-1,5.089416504E-2,9.862989807E0,9.865974298E0
1.644242038E1,2.170486450E-1,8.547225952E-2,9.850415955E0,9.853177665E0
1.645248138E1,1.749861145E-1,8.622070312E-2,9.755812683E0,9.757762820E0
1.646254237E1,1.986369324E-1,7.753875732E-2,9.732910309E0,9.735245861E0
1.647260338E1,1.969903564E-1,7.469467163E-2,9.785151672E0,9.787419361E0
1.648266338E1,2.532733154E-1,3.742218018E-2,9.897567902E0,9.900878656E0
1.649272438E1,2.573149109E-1,9.071136475E-2,9.951006775E0,9.954746373E0
1.650278537E1,2.567161560E-1,1.163081360E-1,9.760303345E0,9.764371570E0
1.651284638E1,1.872605896E-1,9.969268799E-2,9.768087158E0,9.770390570E0
1.652290738E1,1.818717957E-1,9.999206543E-2,9.909692688E0,9.911865865E0
1.653296838E1,2.061213684E-1,1.261875916E-1,9.834399261E0,9.837368457E0
1.654302838E1,2.341131592E-1,1.101708984E-1,9.871671753E0,9.875062015E0
1.655308937E1,2.448907471E-1,9.879455566E-2,9.974358215E0,9.977853158E0
1.656315038E1,2.327659607E-1,9.714797974E-2,9.617949371E0,9.621256042E0
1.657321138E1,1.933978271E-1,1.197509766E-1,9.723928986E0,9.726589224E0
1.658327237E1,2.163002014E-1,1.173559570E-1,9.950108643E0,9.953151270E0
1.659333337E1,2.023791504E-1,1.312770081E-1,9.775571594E0,9.778547488E0
1.660339438E1,2.058219910E-1,1.047821045E-1,9.669591980E0,9.672349820E0
1.661345438E1,2.067201233E-1,1.222956848E-1,9.718240814E0,9.721208462E0
1.662351538E1,1.694476318E-1,1.287322998E-1,9.730365601E0,9.732692291E0
1.663357637E1,1.785786438E-1,1.101708984E-1,9.723479919E0,9.725743658E0
1.664363738E1,1.950444031E-1,1.052311707E-1,9.878557434E0,9.881043108E0
1.665369838E1,1.803749084E-1,8.427474976E-2,9.725425873E0,9.727463480E0
1.666375937E1,1.962419128E-1,9.595046997E-2,9.686357117E0,9.688819927E0
1.667382037E1,1.945953369E-1,1.026864624E-1,9.733059998E0,9.735546660E0
1.668388037E1,2.369572449E-1,1.194515991E-1,9.828561401E0,9.832143034E0
1.669394138E1,2.200424194E-1,8.951385498E-2,9.900411987E0,9.903261529E0
1.670400238E1,2.119592285E-1,1.215472412E-1,9.860594788E0,9.863621546E0
1.671406337E1,1.954934692E-1,1.062789917E-1,9.723180542E0,9.725726337E0
1.672412438E1,1.823208618E-1,1.318757629E-1,9.767488403E0,9.770079929E0
1.673418538E1,2.278262329E-1,1.065783691E-1,9.900262299E0,9.903456837E0
1.674424538E1,2.347119141E-1,8.307723999E-2,9.879904633E0,9.883041387E0
1.675430637E1,2.468367004E-1,9.445358276E-2,9.854756927E0,9.858300256E0
1.676436737E1,2.131567383E-1,9.939331055E-2,9.819430389E0,9.822246586E0
1.677442888E1,2.005828857E-1,1.212478638E-1,9.708361359E0,9.711190185E0
1.678448987E1,2.393522644E-1,1.083746338E-1,9.879904633E0,9.883397701E0
1.679455087E1,2.447410583E-1,1.038839722E-1,9.914183350E0,9.917747807E0
1.680461188E1,2.562670898E-1,8.786727905E-2,9.767488403E0,9.771244710E0
1.681467188E1,2.212399292E-1,9.265731812E-2,9.833501129E0,9.836426025E0
1.682473288E1,2.173480225E-1,8.023315430E-2,9.738149414E0,9.740905067E0
1.683479387E1,2.109114075E-1,7.214996338E-2,9.798024902E0,9.800560251E0
1.684485488E1,2.460882568E-1,6.795867920E-2,9.882299652E0,9.885596807E0
1.685491588E1,2.472857666E-1,5.822891235E-2,9.877210236E0,9.880476856E0
1.686497688E1,2.644999695E-1,7.783813477E-2,9.677226105E0,9.681153035E0
1.687503787E1,2.077679443E-1,9.160949707E-2,9.777966614E0,9.780602789E0
1.688509787E1,1.643582153E-1,8.741821289E-2,9.807305603E0,9.809072268E0
1.689515888E1,1.556762695E-1,9.250762939E-2,9.727671204E0,9.729356598E0
1.690521988E1,2.001338196E-1,9.415420532E-2,9.839788055E0,9.842273494E0
1.691528087E1,2.128573608E-1,8.442443848E-2,9.832602997E0,9.835269058E0
1.692534188E1,2.128573608E-1,8.113128662E-2,9.616901550E0,9.619599055E0
1.693540288E1,1.996847534E-1,7.604187012E-2,9.721983032E0,9.724330848E0
1.694546288E1,1.686991882E-1,8.098159790E-2,9.853110352E0,9.854887165E0
1.695552388E1,1.929487610E-1,1.252894592E-1,9.840985565E0,9.843674292E0
1.696558487E1,2.179467773E-1,1.139131165E-1,9.740993500E0,9.744097257E0
1.697564588E1,2.326162720E-1,1.249900818E-1,9.659413147E0,9.663022053E0
1.698570688E1,2.167492676E-1,1.112187195E-1,9.853409729E0,9.856420909E0
1.699576787E1,2.140548706E-1,1.216969299E-1,9.896969147E0,9.900031713E0
1.700582888E1,1.751358032E-1,1.380130005E-1,9.781259766E0,9.783801037E0
1.701588888E1,1.992356873E-1,1.007405090E-1,9.773475952E0,9.776025557E0
1.702594988E1,2.192939758E-1,1.040336609E-1,9.814939728E0,9.817940452E0
1.703601088E1,2.520758057E-1,1.022373962E-1,9.780960388E0,9.784742246E0
1.704607187E1,2.550695801E-1,1.477427673E-1,9.869875488E0,9.874276205E0
1.705613288E1,2.215393066E-1,1.207987976E-1,9.903106384E0,9.906320612E0
1.706619388E1,1.951940918E-1,1.261875916E-1,9.853409729E0,9.856150736E0
1.707625487E1,2.113604736E-1,1.332229614E-1,9.634415131E0,9.637654098E0
1.708631487E1,1.935475159E-1,1.327738953E-1,9.814790039E0,9.817596094E0
1.709637588E1,2.456391907E-1,1.219963074E-1,9.938283234E0,9.942066955E0
1.710643688E1,2.040257263E-1,8.966354370E-2,9.842033386E0,9.844556223E0
1.711649788E1,2.140548706E-1,9.984237671E-2,9.746981049E0,9.749842437E0
1.712655887E1,1.860630798E-1,1.219963074E-1,9.692494354E0,9.695047673E0
1.713661988E1,1.854643250E-1,1.140628052E-1,9.865534515E0,9.867936898E0
1.714668088E1,2.252815247E-1,1.028361511E-1,9.859397278E0,9.862506868E0
1.715674088E1,1.878593445E-1,1.038839722E-1,9.726773071E0,9.729141658E0
1.716680187E1,2.254312134E-1,8.637039185E-2,9.843380585E0,9.846340458E0
1.717686287E1,1.954934692E-1,1.001417542E-1,9.766889648E0,9.769359215E0
1.718692388E1,1.971400452E-1,7.738906860E-2,9.685758362E0,9.688073509E0
1.719698488E1,2.170486450E-1,7.095245361E-2,9.885892181E0,9.888529142E0
1.720704587E1,2.101629639E-1,6.676116943E-2,9.828411713E0,9.830885124E0
1.721710688E1,2.559677124E-1,4.430786133E-2,9.759405212E0,9.762861914E0
1.722716688E1,2.209405518E-1,7.768844604E-2,9.654323730E0,9.657164020E0
1.723722788E1,2.544708252E-1,1.098715210E-1,9.737550659E0,9.741494751E0
1.724728887E1,1.986369324E-1,8.666976929E-2,9.900112610E0,9.902484434E0
1.725734987E1,1.969903564E-1,8.232879639E-2,9.779164124E0,9.781494476E0
1.726741088E1,2.011816406E-1,9.520202637E-2,9.806706848E0,9.809232217E0
1.727747188E1,2.128573608E-1,1.065783691E-1,9.717492371E0,9.720407665E0
1.728753287E1,2.342628479E-1,1.037342834E-1,9.743687897E0,9.747055643E0
1.729759287E1,2.415975952E-1,6.451583862E-2,9.836644592E0,9.839822586E0
1.730765388E1,2.442919922E-1,7.469467163E-2,9.874216461E0,9.877520367E0
1.731771488E1,1.775308228E-1,1.004411316E-1,9.875114594E0,9.877220958E0
1.732777587E1,2.016307068E-1,1.243913269E-1,9.635013885E0,9.637926163E0
1.733783687E1,1.999841309E-1,1.095721436E-1,9.758357391E0,9.761021396E0
1.734789788E1,2.439926147E-1,9.714797974E-2,9.944121094E0,9.947588374E0
1.735795888E1,2.058219910E-1,1.239422607E-1,9.879006500E0,9.881927636E0
1.736801888E1,1.811233521E-1,1.255888367E-1,9.712552643E0,9.715053117E0
1.737807987E1,1.815724182E-1,1.028361511E-1,9.798473969E0,9.800695686E0
1.738814088E1,1.740879822E-1,9.325607300E-2,9.801318054E0,9.803307550E0
1.739820188E1,2.237846375E-1,9.669891357E-2,9.742191010E0,9.745240680E0
1.740826288E1,2.782713318E-1,1.112187195E-1,9.923464050E0,9.927987877E0
1.741832387E1,2.450404358E-1,1.344204712E-1,9.927206268E0,9.931139812E0
1.742838387E1,1.930984497E-1,1.064286804E-1,9.676327972E0,9.678839657E0
1.743844488E1,1.633103943E-1,1.442999268E-1,9.714199219E0,9.716643413E0
1.744850588E1,1.905537415E-1,1.245410156E-1,9.891879730E0,9.894498764E0
1.745856687E1,2.130070496E-1,1.124162292E-1,9.899663544E0,9.902592978E0
1.746862788E1,2.616558838E-1,9.370513916E-2,9.883497162E0,9.887404139E0
1.747868888E1,2.188449097E-1,8.547225952E-2,9.731563110E0,9.734398758E0
1.748874988E1,2.026785278E-1,1.101708984E-1,9.661508789E0,9.664262429E0
1.749881087E1,1.679507446E-1,1.185534668E-1,9.859247589E0,9.861390642E0
1.750887087E1,2.163002014E-1,1.125659180E-1,9.896819458E0,9.899822839E0
1.751893188E1,2.204914856E-1,9.355545044E-2,9.740993500E0,9.743937781E0
1.752899288E1,2.389031982E-1,1.022373962E-1,9.728419647E0,9.731889645E0
1.753905387E1,1.963916016E-1,8.008346558E-2,9.780511322E0,9.782810677E0
1.754911488E1,1.898052979E-1,7.679031372E-2,9.807006226E0,9.809143383E0
1.755917588E1,1.827699280E-1,6.945556641E-2,9.736652527E0,9.738615474E0
1.756923588E1,2.061213684E-1,6.825805664E-2,9.909842377E0,9.912220796E0
1.757929688E1,2.360591125E-1,3.727249146E-2,9.761201477E0,9.764126557E0
1.758935787E1,2.363584900E-1,4.326004028E-2,9.693242798E0,9.696220537E0
1.759941888E1,2.406994629E-1,7.229965210E-2,9.784852295E0,9.788079378E0
1.760947988E1,2.149530029E-1,1.115180969E-1,9.966125336E0,9.969066922E0
1.761954087E1,1.601669312E-1,1.007405090E-1,9.789492645E0,9.791321073E0
1.762960187E1,2.216889954E-1,9.580078125E-2,9.773176575E0,9.776159991E0
1.763966288E1,1.983375549E-1,1.107696533E-1,9.702224121E0,9.704883338E0
1.764972288E1,2.362088013E-1,9.550140381E-2,9.810598755E0,9.813906615E0
1.765978388E1,2.432441711E-1,1.046324158E-1,9.896969147E0,9.900510793E0
1.766984487E1,2.263293457E-1,7.694000244E-2,9.681118011E0,9.684068912E0
1.767990588E1,2.083666992E-1,9.460327148E-2,9.915380859E0,9.918021176E0
1.768996688E1,1.865121460E-1,1.336720276E-1,9.796228638E0,9.798915783E0
1.770002787E1,1.987866211E-1,1.384620667E-1,9.649084625E0,9.652125257E0
1.771008787E1,2.291734314E-1,1.035845947E-1,9.884694672E0,9.887893556E0
1.772014887E1,2.192939758E-1,1.284329224E-1,9.956545258E0,9.959788066E0
1.773020988E1,1.945953369E-1,1.097218323E-1,9.712702332E0,9.715271113E0
1.774027088E1,1.829196167E-1,1.077758789E-1,9.715845795E0,9.718165194E0
1.775033187E1,1.993853760E-1,9.385482788E-2,9.864486694E0,9.866947907E0
1.776039288E1,2.118095398E-1,8.262817383E-2,9.951455841E0,9.954052645E0
1.777045388E1,2.698887634E-1,9.026229858E-2,9.793384552E0,9.797518472E0
1.778051350E1,2.392025757E-1,1.291813660E-1,9.801467743E0,9.805237152E0
1.779057450E1,1.942959595E-1,8.891510010E-2,9.728269958E0,9.730616281E0
1.780063550E1,1.686991882E-1,9.565109253E-2,9.830806732E0,9.832719337E0
1.781069650E1,1.941462708E-1,1.182540894E-1,9.816885681E0,9.819517365E0
1.782075750E1,2.059716797E-1,1.073268127E-1,9.815987549E0,9.818734895E0
1.783081850E1,2.261796570E-1,1.160087585E-1,9.811646576E0,9.814938808E0
1.784087950E1,2.236349487E-1,7.529342651E-2,9.736951904E0,9.739810782E0
1.785093950E1,1.809736633E-1,7.529342651E-2,9.598340149E0,9.600341358E0
1.786100050E1,1.781295776E-1,1.188528442E-1,9.890532532E0,9.892850444E0
1.787106150E1,1.969903564E-1,1.038839722E-1,9.927505646E0,9.930003294E0
1.788112250E1,1.975891113E-1,8.068222046E-2,9.586365051E0,9.588740583E0
1.789118350E1,2.251318359E-1,9.849517822E-2,9.727371826E0,9.730475234E0
1.790124450E1,2.447410583E-1,9.490264893E-2,9.894424438E0,9.897905822E0
1.791130550E1,2.341131592E-1,1.109193420E-1,9.792037354E0,9.795463624E0
1.792136550E1,1.845661926E-1,6.631210327E-2,9.733509064E0,9.735484614E0
1.793142650E1,2.213896179E-1,9.565109253E-2,9.886191559E0,9.889132724E0
1.794148750E1,2.197430420E-1,8.906478882E-2,9.722132721E0,9.725023608E0
1.795154850E1,2.511776733E-1,6.840774536E-2,9.641450500E0,9.644964365E0
1.796160950E1,2.389031982E-1,7.095245361E-2,9.906100159E0,9.909234549E0
1.797167050E1,2.667453003E-1,9.954299927E-2,9.986483002E0,9.990540757E0
1.798173150E1,1.416055298E-1,1.013392639E-1,9.706864471E0,9.708426218E0
1.799179150E1,1.865121460E-1,1.248403931E-1,9.626781006E0,9.629396889E0
1.800185250E1,1.950444031E-1,1.290316772E-1,9.902657318E0,9.905418389E0
1.801191350E1,2.517764282E-1,9.220825195E-2,9.850715332E0,9.854363819E0
1.802197450E1,2.330653381E-1,8.652008057E-2,9.790690155E0,9.793845970E0
1.803203550E1,2.308200073E-1,8.666976929E-2,9.884844360E0,9.887918768E0
1.804209650E1,1.930984497E-1,9.624984741E-2,9.813742218E0,9.816113659E0
1.805215750E1,2.073188782E-1,9.235794067E-2,9.722581787E0,9.725230471E0
1.806221750E1,1.896556091E-1,1.023870850E-1,9.900711365E0,9.903056997E0
1.807227850E1,2.248324585E-1,8.696914673E-2,9.897567902E0,9.900503201E0
1.808233950E1,2.070195007E-1,1.055305481E-1,9.908944244E0,9.911668367E0
1.809240050E1,1.865121460E-1,7.843688965E-2,9.748627625E0,9.750727136E0
1.810246150E1,1.818717957E-1,8.622070312E-2,9.761949921E0,9.764024663E0
1.811252250E1,2.017803955E-1,8.577163696E-2,9.887538757E0,9.889969402E0
1.812258350E1,1.881587219E-1,7.035369873E-2,9.838889923E0,9.840940416E0
1.813264350E1,2.450404358E-1,4.834945679E-2,9.785151672E0,9.788338763E0
1.814270450E1,2.673440552E-1,1.026864624E-1,9.768386536E0,9.772583735E0
1.815276550E1,2.207908630E-1,9.595046997E-2,9.615853729E0,9.618866775E0
1.816282650E1,1.947450256E-1,8.592132568E-2,9.769733734E0,9.772052258E0
1.817288750E1,2.097138977E-1,1.249900818E-1,9.806706848E0,9.809745239E0
1.818294850E1,2.035766602E-1,1.110690308E-1,9.745933228E0,9.748691926E0
1.819300950E1,2.056723022E-1,1.324745178E-1,9.641151123E0,9.644254537E0
1.820307050E1,2.191442871E-1,1.022373962E-1,9.814640350E0,9.817618953E0
1.821313050E1,2.122586060E-1,9.714797974E-2,9.635013885E0,9.637841253E0
1.822319150E1,2.028282166E-1,1.032852173E-1,9.798324280E0,9.800967596E0
1.823325250E1,2.022294617E-1,1.344204712E-1,9.940229187E0,9.943194754E0
1.824331350E1,1.956431580E-1,1.065783691E-1,9.742789764E0,9.745336710E0
1.825337450E1,2.306703186E-1,1.219963074E-1,9.656119995E0,9.659645193E0
1.826343550E1,2.270777893E-1,6.646179199E-2,9.889634399E0,9.892464306E0
1.827349550E1,2.350112915E-1,9.714797974E-2,9.874366150E0,9.877640148E0
1.828355650E1,1.847158813E-1,1.079255676E-1,9.863887939E0,9.866207639E0
1.829361750E1,1.972897339E-1,7.783813477E-2,9.803114319E0,9.805408322E0
1.830367850E1,1.924996948E-1,6.601272583E-2,9.712702332E0,9.714834038E0
1.831373950E1,2.559677124E-1,4.311035156E-2,9.855954437E0,9.859371980E0
1.832380050E1,2.392025757E-1,6.735992432E-2,9.927206268E0,9.930316185E0
1.833386150E1,2.456391907E-1,9.639953613E-2,9.753267975E0,9.756836971E0
1.834392150E1,1.751358032E-1,7.858657837E-2,9.911488953E0,9.913347651E0
1.835398250E1,1.999841309E-1,6.406677246E-2,9.714947662E0,9.717217003E0
1.836404350E1,1.794767761E-1,8.337661743E-2,9.760453033E0,9.762459065E0
1.837410450E1,2.341131592E-1,8.637039185E-2,9.955946503E0,9.959073229E0
1.838416550E1,2.053729248E-1,5.224136353E-2,9.766440582E0,9.768739368E0
1.839422650E1,1.913021851E-1,5.313949585E-2,9.768536224E0,9.770553736E0
1.840428750E1,2.019300842E-1,4.984634399E-2,9.729617157E0,9.731840034E0
1.841434850E1,1.438508606E-1,9.460327148E-2,9.693542175E0,9.695071055E0
1.842440850E1,1.980381775E-1,8.831634521E-2,9.818382568E0,9.820776708E0
1.843446950E1,1.895059204E-1,9.520202637E-2,9.887838135E0,9.890112178E0
1.844453050E1,2.182461548E-1,1.146615601E-1,9.668544159E0,9.671686761E0
1.845459150E1,2.046244812E-1,1.293310547E-1,9.691895599E0,9.694918154E0
1.846465250E1,1.954934692E-1,9.250762939E-2,9.752369843E0,9.754767701E0
1.847471350E1,2.017803955E-1,1.157093811E-1,9.851314087E0,9.854059733E0
1.848477450E1,1.872605896E-1,1.264869690E-1,9.811197510E0,9.813799573E0
1.849483450E1,2.161505127E-1,1.019380188E-1,9.879156189E0,9.882046317E0
1.850489550E1,2.544708252E-1,1.221459961E-1,9.631870422E0,9.636005546E0
1.851495650E1,2.330653381E-1,1.437011719E-1,9.794282684E0,9.798109143E0
1.852501750E1,2.109114075E-1,1.110690308E-1,9.956545258E0,9.959398246E0
1.853507850E1,1.854643250E-1,1.607656860E-1,9.869576111E0,9.872627575E0
1.854513950E1,2.034269714E-1,1.386117554E-1,9.782157898E0,9.785254667E0
1.855520050E1,1.877096558E-1,1.314266968E-1,9.775870972E0,9.778556189E0
1.856526050E1,2.290237427E-1,1.411564636E-1,9.781409454E0,9.785108478E0
1.857532150E1,2.390528870E-1,9.954299927E-2,9.887838135E0,9.891228340E0
1.858538250E1,2.216889954E-1,1.035845947E-1,9.839039612E0,9.842081907E0
1.859544350E1,1.814227295E-1,9.595046997E-2,9.846673737E0,9.848812333E0
1.860550450E1,1.787283325E-1,9.939331055E-2,9.675429840E0,9.677590890E0
1.861556550E1,2.007325745E-1,1.264869690E-1,9.708361359E0,9.711260103E0
1.862562650E1,2.450404358E-1,7.948471069E-2,9.888736267E0,9.892091164E0
1.863568650E1,2.471360779E-1,4.056564331E-2,9.837842102E0,9.841029369E0
1.864574750E1,2.077679443E-1,8.113128662E-2,9.756261749E0,9.758811051E0
1.865580850E1,1.960922241E-1,6.990463257E-2,9.682914276E0,9.685151919E0
1.866586950E1,1.778302002E-1,8.681945801E-2,9.728120270E0,9.730132845E0
1.867593050E1,2.439926147E-1,4.266128540E-2,9.820029144E0,9.823152487E0
1.868599150E1,2.586621094E-1,2.005828857E-2,9.920320587E0,9.923712459E0
1.869605250E1,2.662962341E-1,5.403762817E-2,9.713001709E0,9.716801735E0
1.870611350E1,1.901046753E-1,9.280700684E-2,9.785600739E0,9.787887144E0
1.871617350E1,1.576222229E-1,6.286926270E-2,9.808203735E0,9.809671647E0
1.872623450E1,1.772314453E-1,1.216969299E-1,9.813891907E0,9.816246507E0
1.873629550E1,2.165995789E-1,8.816665649E-2,9.858349457E0,9.861122794E0
